1.0	1450.4476983958793	74.0
2.0	1449.4671493654846	69.0
3.0	1448.4865574962316	59.0
4.0	1447.5059229316562	48.0
5.0	1446.5252458152947	89.0
6.0	1445.5445262906835	88.0
7.0	1444.5637645013583	88.0
8.0	1443.5829605908555	55.0
9.0	1442.602114702711	61.0
10.0	1441.6212269804616	94.0
11.0	1440.6402975676428	64.0
12.0	1439.6593266077912	82.0
13.0	1438.6783142444424	71.0
14.0	1437.697260621133	83.0
15.0	1436.716165881399	81.0
16.0	1435.7350301687768	77.0
17.0	1434.7538536268023	79.0
18.0	1433.7726363990116	91.0
19.0	1432.791378628941	80.0
20.0	1431.8100804601265	90.0
21.0	1430.8287420361044	106.0
22.0	1429.847363500411	76.0
23.0	1428.865944996582	67.0
24.0	1427.8844866681538	83.0
25.0	1426.9029886586627	92.0
26.0	1425.9214511116447	82.0
27.0	1424.939874170636	108.0
28.0	1423.9582579791727	117.0
29.0	1422.976602680791	124.0
30.0	1421.994908419027	96.0
31.0	1421.013175337417	101.0
32.0	1420.0314035794968	105.0
33.0	1419.049593288803	103.0
34.0	1418.0677446088714	115.0
35.0	1417.0858576832384	77.0
36.0	1416.10393265544	80.0
37.0	1415.1219696690125	82.0
38.0	1414.139968867492	89.0
39.0	1413.1579303944145	94.0
40.0	1412.1758543933163	123.0
41.0	1411.1937410077335	90.0
42.0	1410.211590381202	63.0
43.0	1409.2294026572586	78.0
44.0	1408.247177979439	80.0
45.0	1407.2649164912793	102.0
46.0	1406.2826183363159	91.0
47.0	1405.300283658085	99.0
48.0	1404.3179126001223	84.0
49.0	1403.3355053059643	56.0
50.0	1402.353061919147	88.0
51.0	1401.370582583207	71.0
52.0	1400.3880674416796	78.0
53.0	1399.4055166381017	85.0
54.0	1398.4229303160093	79.0
55.0	1397.4403086189384	77.0
56.0	1396.457651690425	77.0
57.0	1395.4749596740057	61.0
58.0	1394.4922327132165	79.0
59.0	1393.5094709515934	62.0
60.0	1392.5266745326726	70.0
61.0	1391.5438435999902	93.0
62.0	1390.5609782970823	81.0
63.0	1389.5780787674855	76.0
64.0	1388.5951451547355	76.0
65.0	1387.6121776023685	66.0
66.0	1386.6291762539208	94.0
67.0	1385.6461412529284	101.0
68.0	1384.6630727429279	27.0
69.0	1383.6799708674546	88.0
70.0	1382.6968357700455	98.0
71.0	1381.7136675942363	70.0
72.0	1380.7304664835633	59.0
73.0	1379.7472325815625	110.0
74.0	1378.7639660317702	57.0
75.0	1377.7806669777226	81.0
76.0	1376.7973355629558	86.0
77.0	1375.8139719310059	96.0
78.0	1374.830576225409	69.0
79.0	1373.8471485897012	81.0
80.0	1372.863689167419	61.0
81.0	1371.8801981020983	78.0
82.0	1370.8966755372753	90.0
83.0	1369.913121616486	93.0
84.0	1368.9295364832667	66.0
85.0	1367.9459202811538	46.0
86.0	1366.9622731536829	76.0
87.0	1365.9785952443906	103.0
88.0	1364.994886696813	60.0
89.0	1364.011147654486	62.0
90.0	1363.027378260946	66.0
91.0	1362.043578659729	95.0
92.0	1361.0597489943711	87.0
93.0	1360.0758894084088	64.0
94.0	1359.092000045378	44.0
95.0	1358.1080810488147	87.0
96.0	1357.1241325622555	47.0
97.0	1356.1401547292362	65.0
98.0	1355.156147693293	76.0
99.0	1354.172111597962	67.0
100.0	1353.1880465867794	66.0
101.0	1352.2039528032815	42.0
102.0	1351.2198303910043	41.0
103.0	1350.235679493484	62.0
104.0	1349.2515002542568	64.0
