1.0	1450.4476983958793	83.0
2.0	1449.4671493654846	57.0
3.0	1448.4865574962316	59.0
4.0	1447.5059229316562	66.0
5.0	1446.5252458152947	71.0
6.0	1445.5445262906835	56.0
7.0	1444.5637645013583	91.0
8.0	1443.5829605908555	63.0
9.0	1442.602114702711	62.0
10.0	1441.6212269804616	55.0
11.0	1440.6402975676428	51.0
12.0	1439.6593266077912	97.0
13.0	1438.6783142444424	59.0
14.0	1437.697260621133	74.0
15.0	1436.716165881399	47.0
16.0	1435.7350301687768	65.0
17.0	1434.7538536268023	96.0
18.0	1433.7726363990116	80.0
19.0	1432.791378628941	58.0
20.0	1431.8100804601265	82.0
21.0	1430.8287420361044	87.0
22.0	1429.847363500411	73.0
23.0	1428.865944996582	61.0
24.0	1427.8844866681538	88.0
25.0	1426.9029886586627	84.0
26.0	1425.9214511116447	76.0
27.0	1424.939874170636	112.0
28.0	1423.9582579791727	90.0
29.0	1422.976602680791	106.0
30.0	1421.994908419027	58.0
31.0	1421.013175337417	77.0
32.0	1420.0314035794968	83.0
33.0	1419.049593288803	95.0
34.0	1418.0677446088714	83.0
35.0	1417.0858576832384	79.0
36.0	1416.10393265544	65.0
37.0	1415.1219696690125	55.0
38.0	1414.139968867492	101.0
39.0	1413.1579303944145	108.0
40.0	1412.1758543933163	61.0
41.0	1411.1937410077335	87.0
42.0	1410.211590381202	69.0
43.0	1409.2294026572586	74.0
44.0	1408.247177979439	60.0
45.0	1407.2649164912793	70.0
46.0	1406.2826183363159	87.0
47.0	1405.300283658085	73.0
48.0	1404.3179126001223	77.0
49.0	1403.3355053059643	63.0
50.0	1402.353061919147	71.0
51.0	1401.370582583207	54.0
52.0	1400.3880674416796	57.0
53.0	1399.4055166381017	46.0
54.0	1398.4229303160093	61.0
55.0	1397.4403086189384	54.0
56.0	1396.457651690425	81.0
57.0	1395.4749596740057	50.0
58.0	1394.4922327132165	33.0
59.0	1393.5094709515934	64.0
60.0	1392.5266745326726	46.0
61.0	1391.5438435999902	58.0
62.0	1390.5609782970823	81.0
63.0	1389.5780787674855	67.0
64.0	1388.5951451547355	75.0
65.0	1387.6121776023685	64.0
66.0	1386.6291762539208	85.0
67.0	1385.6461412529284	73.0
