1.0	1450.4476983958793	61.0
2.0	1449.4671493654846	53.0
3.0	1448.4865574962316	61.0
4.0	1447.5059229316562	68.0
5.0	1446.5252458152947	87.0
6.0	1445.5445262906835	72.0
7.0	1444.5637645013583	104.0
8.0	1443.5829605908555	50.0
9.0	1442.602114702711	54.0
10.0	1441.6212269804616	64.0
11.0	1440.6402975676428	72.0
12.0	1439.6593266077912	76.0
13.0	1438.6783142444424	82.0
14.0	1437.697260621133	91.0
15.0	1436.716165881399	67.0
16.0	1435.7350301687768	79.0
17.0	1434.7538536268023	101.0
18.0	1433.7726363990116	105.0
19.0	1432.791378628941	70.0
20.0	1431.8100804601265	79.0
21.0	1430.8287420361044	116.0
22.0	1429.847363500411	75.0
23.0	1428.865944996582	81.0
24.0	1427.8844866681538	83.0
25.0	1426.9029886586627	87.0
26.0	1425.9214511116447	126.0
27.0	1424.939874170636	112.0
28.0	1423.9582579791727	92.0
29.0	1422.976602680791	101.0
30.0	1421.994908419027	87.0
31.0	1421.013175337417	80.0
32.0	1420.0314035794968	119.0
33.0	1419.049593288803	90.0
34.0	1418.0677446088714	109.0
35.0	1417.0858576832384	111.0
36.0	1416.10393265544	52.0
37.0	1415.1219696690125	101.0
38.0	1414.139968867492	89.0
39.0	1413.1579303944145	94.0
40.0	1412.1758543933163	99.0
41.0	1411.1937410077335	80.0
42.0	1410.211590381202	65.0
43.0	1409.2294026572586	85.0
44.0	1408.247177979439	80.0
45.0	1407.2649164912793	121.0
46.0	1406.2826183363159	101.0
47.0	1405.300283658085	92.0
48.0	1404.3179126001223	95.0
49.0	1403.3355053059643	76.0
50.0	1402.353061919147	88.0
51.0	1401.370582583207	77.0
52.0	1400.3880674416796	77.0
53.0	1399.4055166381017	87.0
54.0	1398.4229303160093	61.0
55.0	1397.4403086189384	44.0
56.0	1396.457651690425	102.0
57.0	1395.4749596740057	66.0
58.0	1394.4922327132165	56.0
59.0	1393.5094709515934	67.0
60.0	1392.5266745326726	73.0
61.0	1391.5438435999902	101.0
62.0	1390.5609782970823	94.0
63.0	1389.5780787674855	62.0
64.0	1388.5951451547355	101.0
65.0	1387.6121776023685	79.0
66.0	1386.6291762539208	85.0
67.0	1385.6461412529284	69.0
68.0	1384.6630727429279	78.0
69.0	1383.6799708674546	87.0
70.0	1382.6968357700455	96.0
71.0	1381.7136675942363	111.0
